audio_path,top_target,top_score,score_construction,score_gunshot,score_alarm_siren,score_horn,score_water,score_knock,score_appliances,score_baby_cry,score_animal_cry,score_glass_shatter,best_audioset_construction,best_audioset_gunshot,best_audioset_alarm_siren,best_audioset_horn,best_audioset_water,best_audioset_knock,best_audioset_appliances,best_audioset_baby_cry,best_audioset_animal_cry,best_audioset_glass_shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-110537-A-22.wav,alarm_siren,0.001081715221516788,0.00017536994710098952,0.0005725466180592775,0.001081715221516788,0.00038596606464125216,0.0002780309587251395,0.00021485926117748022,0.00011147904297104105,0.00010637458035489544,0.00039977103006094694,7.905303937150165e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain on surface,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115521-A-19.wav,water,0.10800065845251083,3.0006618544575758e-05,0.005598248913884163,0.00026738259475678205,0.0001837845629779622,0.10800065845251083,0.00012632041762117296,3.975192521465942e-05,6.657015910604969e-05,0.0008525666198693216,0.0001559802913106978,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115545-A-48.wav,gunshot,0.0753123015165329,8.349628478754312e-05,0.0753123015165329,0.0003199982165824622,0.0011116681853309274,0.004314687568694353,0.0001442598586436361,6.976470467634499e-05,0.00010637458035489544,0.0004784255870617926,9.993031562771648e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115545-B-48.wav,gunshot,0.050517670810222626,5.9673518990166485e-05,0.050517670810222626,0.00017674513219390064,0.0006214630557224154,0.0002234163403045386,0.0008693674462847412,6.0613183450186625e-05,9.028038039105013e-05,0.0004821761976927519,0.00023413581948261708,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115545-C-48.wav,gunshot,0.07369627058506012,2.5071596610359848e-05,0.07369627058506012,0.0002002737601287663,0.0003611769643612206,0.0002591582597233355,0.00017813112935982645,3.144662332488224e-05,4.94715895911213e-05,0.00042554305400699377,5.605828482657671e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115546-A-48.wav,gunshot,0.01798621006309986,2.449082603561692e-05,0.01798621006309986,0.00021824207215104252,0.00043055712012574077,0.000570315751247108,7.031184941297397e-05,3.2955729693640023e-05,5.34913269802928e-05,0.0003569706459529698,0.00020342698553577065,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115920-A-22.wav,alarm_siren,0.0007293288363143802,0.00021995337738189846,0.0005072812782600522,0.0007293288363143802,0.00046917638974264264,0.00023231418163049966,0.0003077430883422494,7.543320680269971e-05,0.000124362253700383,0.0005549409543164074,0.0003275842755101621,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115920-B-22.wav,animal_cry,0.0022343622986227274,0.000159678646014072,0.0006214630557224154,0.00034196203341707587,0.0003625900426413864,0.00023231418163049966,0.0003500686143524945,4.94715895911213e-05,0.0003225071995984763,0.0022343622986227274,0.00012830943160224706,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-115921-A-22.wav,animal_cry,0.001356401713564992,0.0002959570847451687,0.0004936049808748066,0.0006238938658498228,0.000458312890259549,0.0006000071880407631,0.00023231418163049966,0.00013238185783848166,0.0002802109520416707,0.001356401713564992,0.0002591582597233355,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-116765-A-41.wav,construction,0.0024343819823116064,0.0024343819823116064,0.00013658353418577462,0.0011879054363816977,0.0006745558930560946,0.00019871552649419755,8.750300185056403e-05,0.0007014083093963563,0.00014539113908540457,0.0008231385727412999,0.0001823546044761315,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain on surface,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-11687-A-47.wav,alarm_siren,0.0016613906482234597,0.00023597174731548876,0.0006641048239544034,0.0016613906482234597,0.00039357561036013067,0.0005770345451310277,2.566613329690881e-05,0.001495338510721922,0.00012931563833262771,0.0013354008551687002,6.302758993115276e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-118206-A-31.wav,knock,0.014172364957630634,0.00017813112935982645,0.0005112579092383385,0.00043563017970882356,0.0002802109520416707,0.0006851712241768837,0.014172364957630634,0.0001673405058681965,0.0001511819864390418,0.001004416379146278,0.0005316132446750998,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-118559-A-17.wav,water,0.09964530169963837,0.0001500056532677263,0.00014202363672666252,0.0001442598586436361,0.00020662980386987329,0.09964530169963837,8.029783930396661e-05,9.461262379772961e-05,0.0002396868512732908,0.0010202174307778478,0.006615392863750458,Drill,"Gunshot, gunfire",Alarm,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-119125-A-45.wav,horn,0.0061450921930372715,5.225226777838543e-05,9.387641330249608e-05,0.0006337125087156892,0.0061450921930372715,0.000491681566927582,0.00012632041762117296,7.602479308843613e-05,4.469407213036902e-05,0.0005072812782600522,1.4064044080441818e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-121951-A-8.wav,animal_cry,0.002182716503739357,5.104190859128721e-05,9.610241977497935e-05,8.818923379294574e-05,0.0001686527393758297,4.434627408045344e-05,5.391084778239019e-05,2.094818773912266e-05,0.0001673405058681965,0.002182716503739357,2.3737338779028505e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-12653-A-15.wav,water,0.037750277668237686,0.00017536994710098952,9.387641330249608e-05,0.0003951153776142746,0.00025118677876889706,0.037750277668237686,0.0011469158343970776,7.311254739761353e-05,0.0004673480580095202,0.0007096704212017357,0.0017546144081279635,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-12654-A-15.wav,water,0.004867417272180319,0.0001686527393758297,0.00034329999471083283,0.0009773502824828029,0.00079783343244344,0.004867417272180319,0.0004784255870617926,8.029783930396661e-05,0.00013032974675297737,0.0004407629603520036,0.0037948342505842447,Drill,"Gunshot, gunfire",Alarm,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-12654-B-15.wav,water,0.01214717049151659,0.0001823546044761315,0.00035976938670501113,0.0004897656035609543,0.0007524627726525068,0.01214717049151659,0.0005233757547102869,9.314593626186252e-05,0.00013032974675297737,0.0004013350699096918,0.011158031411468983,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-13571-A-46.wav,horn,0.0009362827986478806,0.00010889690747717395,0.00015236754552461207,0.0002591582597233355,0.0009362827986478806,0.00013238185783848166,4.5044595026411116e-05,4.683888619183563e-05,4.7206227463902906e-05,0.0003500686143524945,0.0001713081874186173,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-13572-A-46.wav,horn,0.0008693674462847412,2.7969301299890503e-05,0.00016603845870122313,0.0003770285693462938,0.0008693674462847412,7.368592923739925e-05,0.0001097509084502235,1.1843138054246083e-05,5.829126530443318e-05,0.0003029734070878476,0.00011147904297104105,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-13613-A-37.wav,alarm_siren,0.2690374255180359,0.0017073675990104675,0.00020662980386987329,0.2690374255180359,0.0015548133524134755,0.0001837845629779622,5.144220995134674e-05,6.402006692951545e-05,0.0003905139456037432,0.0003951153776142746,8.750300185056403e-05,Jackhammer,"Gunshot, gunfire",Alarm clock,"Vehicle horn, car horn, honking",Rain on surface,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-137-A-32.wav,alarm_siren,0.0004272078804206103,9.915272676153108e-05,0.00028462239424698055,0.0004272078804206103,0.00023597174731548876,0.00020662980386987329,0.00019716942915692925,2.411113746347837e-05,6.302758993115276e-05,0.0001699752756394446,0.00023413581948261708,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-137296-A-16.wav,water,0.034618835896253586,0.00026947917649522424,0.0006214630557224154,0.0008295892039313912,0.00035281325108371675,0.034618835896253586,7.662102143513039e-05,0.00013552077871281654,0.00011323437502142042,0.0005072812782600522,0.00011412239109631628,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-14262-A-37.wav,alarm_siren,0.45834869146347046,0.0006166297243908048,0.0007379196467809379,0.45834869146347046,0.0005506247980520129,0.0004205874283798039,2.9541422918555327e-05,4.400118632474914e-05,0.00025514140725135803,0.0005336928297765553,0.0003799845289904624,Drill,"Gunshot, gunfire",Alarm clock,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-A-25.wav,gunshot,0.002889581024646759,9.610241977497935e-05,0.002889581024646759,0.00043224150431342423,0.0005233757547102869,0.000458312890259549,0.002251847181469202,7.843789353501052e-05,0.00018814207578543574,0.001604089280590415,0.0004060639475937933,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain on surface,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-B-25.wav,knock,0.0023967307060956955,0.00011061159602832049,0.0003029734070878476,0.0005072812782600522,0.00031015597051009536,0.0003150386910419911,0.0023967307060956955,6.814872176619247e-05,0.00012053649697918445,0.0007236572564579546,0.0004655269149225205,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Raindrop,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-C-25.wav,knock,0.004905405919998884,0.00017674513219390064,0.00033930176869034767,0.0003668626013677567,0.0003814711526501924,0.0007763299508951604,0.004905405919998884,9.387641330249608e-05,0.0002472934720572084,0.0015247863484546542,0.0005254230927675962,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Raindrop,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-D-25.wav,knock,0.0028449096716940403,0.0001823546044761315,0.0003301527176517993,0.00039821304380893707,0.0002396868512732908,0.0009510130621492863,0.0028449096716940403,0.00013032974675297737,0.00018814207578543574,0.0007702931761741638,0.0005484792054630816,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain on surface,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-E-25.wav,knock,0.007149102166295052,0.0002002737601287663,0.0016613906482234597,0.0004272078804206103,0.000337979436153546,0.00046010586083866656,0.007149102166295052,0.00012632041762117296,0.00014539113908540457,0.000810387369710952,0.0008009536541067064,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-155858-F-25.wav,knock,0.0032986511941999197,0.00016474656877107918,0.0003814711526501924,0.0003006163169629872,0.00034464316559024155,0.00033274127054028213,0.0032986511941999197,0.00011147904297104105,0.0002472934720572084,0.0012448433553799987,0.000491681566927582,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Raindrop,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-15689-A-4.wav,alarm_siren,0.0011291546979919076,9.972941370506305e-06,6.402006692951545e-05,0.0011291546979919076,0.0002780309587251395,4.331903619458899e-05,7.353605269599939e-06,1.1389440260245465e-05,6.0613183450186625e-05,0.0002824080875143409,1.1389440260245465e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-15689-B-4.wav,alarm_siren,0.001192549243569374,1.2508840882219374e-05,6.922183820279315e-05,0.001192549243569374,0.0003951153776142746,4.5044595026411116e-05,8.332717698067427e-06,1.1389440260245465e-05,7.662102143513039e-05,0.0002715921145863831,1.395459912600927e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-160563-A-48.wav,gunshot,0.001518850913271308,3.508111694827676e-05,0.001518850913271308,0.00019871552649419755,0.00029137005913071334,0.00021152888075448573,3.3474691008450463e-05,4.037790131405927e-05,0.0001511819864390418,0.0004565269045997411,6.502816540887579e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-160563-B-48.wav,gunshot,0.005641908384859562,6.352188938762993e-05,0.005641908384859562,0.0001699752756394446,0.00017674513219390064,0.00038296362617984414,0.0009888596832752228,5.104190859128721e-05,0.00010889690747717395,0.0005463420529849827,0.00038747614598833025,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Cat,Shatter
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-16568-A-3.wav,alarm_siren,0.0009146137163043022,3.4537253668531775e-05,0.00023782203788869083,0.0009146137163043022,0.000552778656128794,8.957788668340072e-05,4.794958294951357e-05,6.0613183450186625e-05,7.782753527862951e-05,0.0003668626013677567,4.6474400733131915e-05,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking",Rain,Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-16746-A-15.wav,water,0.039713259786367416,0.00013658353418577462,0.00029365462251007557,0.000317508791340515,0.0007885457598604262,0.039713259786367416,0.00017536994710098952,2.3007036361377686e-05,0.0002396868512732908,0.0011469158343970776,0.0013198634842410684,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-17092-A-27.wav,animal_cry,0.032040078192949295,0.0006000071880407631,0.00014091856428422034,0.002746900776401162,0.0019342610612511635,0.010052368976175785,0.00028462239424698055,0.00020988310279790312,0.0007495314348489046,0.032040078192949295,0.0015247863484546542,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
C:\Users\Gamzadole\Desktop\EdgeAudioRecognition\playground\hyeonwoo\ESC-50-master\audio\1-17092-B-27.wav,animal_cry,0.007093862164765596,8.092757343547419e-05,0.00018522572645451874,0.002387409098446369,0.0013096056645736098,0.00035419364576227963,0.0001097509084502235,6.976470467634499e-05,0.0008659808663651347,0.007093862164765596,0.0005295418086461723,Drill,"Gunshot, gunfire",Siren,"Vehicle horn, car horn, honking","Water tap, faucet",Knock,Vacuum cleaner,"Baby cry, infant cry",Dog,Glass
